date,open,high,low,close,volume
1994-01-03,1.5318,1.5365,1.5079,1.5246,697301
1994-01-04,1.5269,1.5364,1.5079,1.5317,861975
1994-01-05,1.5269,1.5698,1.5222,1.565,1026995
1994-01-06,1.5721,1.6126,1.5698,1.6102,1560364
1994-01-07,1.6031,1.6316,1.584,1.6221,1347767
1994-01-10,1.6173,1.6459,1.6173,1.6316,1411553
1994-01-11,1.6174,1.6364,1.6054,1.6221,672818
1994-01-12,1.6174,1.6316,1.5936,1.6269,751373
1994-01-13,1.6126,1.6269,1.5983,1.6245,775488
1994-01-14,1.6268,1.6363,1.6125,1.6292,860326
1994-01-17,1.6221,1.6364,1.6079,1.6126,585199
1994-01-18,1.6221,1.6269,1.5983,1.6102,831236
1994-01-19,1.5936,1.6031,1.5699,1.5841,1456565
1994-01-20,1.584,1.6435,1.584,1.6411,2770867
1994-01-21,1.6411,1.6554,1.6173,1.6411,1881545
1994-01-24,1.6364,1.6554,1.6174,1.6221,730175
1994-01-25,1.6221,1.6244,1.5983,1.6197,1338795
1994-01-26,1.6174,1.6174,1.5984,1.6031,960715
1994-01-27,1.5984,1.6126,1.5841,1.6031,972893
1994-01-28,1.6079,1.6269,1.6031,1.615,796799
1994-01-31,1.6221,1.634,1.6126,1.6197,1190473
1994-02-01,1.6173,1.6316,1.6078,1.6197,837265
1994-02-02,1.6126,1.6269,1.5983,1.5983,778692
1994-02-03,1.603,1.6078,1.5888,1.6078,604908
1994-02-04,1.5983,1.6079,1.546,1.546,1488308
1994-02-07,1.5175,1.546,1.5127,1.5365,2261473
1994-02-08,1.5317,1.5317,1.4841,1.4984,2851706
1994-02-09,1.4937,1.527,1.4842,1.5151,1875867
1994-02-10,1.5175,1.5365,1.5032,1.5103,1267630
1994-02-11,1.5079,1.5127,1.4841,1.4984,1022659
1994-02-14,1.5032,1.5128,1.4985,1.5056,1051694
1994-02-15,1.5175,1.527,1.508,1.5175,549471
1994-02-16,1.5269,1.5269,1.4984,1.4984,832083
1994-02-17,1.5032,1.5128,1.4842,1.4961,1617728
1994-02-18,1.4937,1.5365,1.4937,1.5222,1512032
1994-02-22,1.5222,1.5269,1.4937,1.5127,1203207
1994-02-23,1.5174,1.5602,1.4889,1.5412,2653573
1994-02-24,1.5222,1.5365,1.5079,1.5198,1570762
1994-02-25,1.5269,1.5459,1.5174,1.5412,1008348
1994-02-28,1.546,1.5793,1.5412,1.5698,1055930
1994-03-01,1.5794,1.5841,1.5651,1.5841,914699
1994-03-02,1.5555,1.5792,1.5412,1.5745,1303341
1994-03-03,1.5793,1.584,1.5317,1.5412,600589
1994-03-04,1.5412,1.5507,1.5317,1.5412,489105
1994-03-07,1.546,1.565,1.5365,1.546,581124
1994-03-08,1.5459,1.5459,1.5174,1.5412,470412
1994-03-09,1.546,1.5556,1.5222,1.5389,704496
1994-03-10,1.5508,1.5651,1.5318,1.5389,886496
1994-03-11,1.5412,1.565,1.5365,1.5555,663251
1994-03-14,1.5698,1.6031,1.5651,1.596,1316817
