date,open,high,low,close,volume
2011-01-03,32.801,34.0353,32.801,33.6559,2780283
2011-01-04,34.1117,34.1708,32.8675,33.4317,2218333
2011-01-05,33.5943,35.0479,33.3848,35.0356,3557567
2011-01-06,35.5185,35.6491,34.8434,35.3165,2900023
2011-01-07,35.3164,35.3164,34.124,35.0405,2089421
2011-01-10,34.7424,35.282,34.4936,35.144,1613411
2011-01-11,35.4471,35.4471,34.5108,34.7695,1486869
2011-01-12,35.2154,35.3288,34.5527,34.8976,1516336
2011-01-13,34.9839,35.7945,34.6661,35.4422,2332163
2011-01-14,35.2328,36.1247,35.1761,36.0877,1879113
2011-01-18,35.7575,35.8782,35.1637,35.5604,2042413
2011-01-19,35.6417,35.686,34.2028,34.7005,2266521
2011-01-20,32.8207,33.4366,31.7834,32.4708,5095691
2011-01-21,32.7294,33.3528,32.5225,32.5816,2331270
2011-01-24,31.5961,32.1727,31.1674,31.4951,3942222
2011-01-25,30.958,31.3941,30.0661,30.5441,4381281
2011-01-26,31.3891,31.803,31.1551,31.6084,2578934
2011-01-27,31.9657,32.2761,31.3965,31.5961,1984070
2011-01-28,32.0889,33.0153,31.8794,32.4264,4058511
2011-01-31,32.4831,32.631,31.638,31.8179,2412188
2011-02-01,32.0347,32.7812,31.537,32.4338,2146485
2011-02-02,32.4141,33.7446,32.4043,33.2814,2484426
2011-02-03,33.2691,33.6263,32.7443,33.0572,1954802
2011-02-04,33.3331,34.1758,33.104,33.9885,2241097
2011-02-07,34.0205,34.1733,33.5524,33.7298,2230454
2011-02-08,33.7545,33.9688,33.1952,33.582,2077206
2011-02-09,33.3923,33.582,32.833,33.1262,1501458
2011-02-10,32.8084,34.0896,32.5965,33.991,2123723
2011-02-11,33.8751,35.0011,33.5327,34.8656,2112977
2011-02-14,34.7005,35.5407,34.7005,35.0405,1770799
2011-02-15,35.7477,36.0951,34.8656,35.1071,2456339
2011-02-16,35.1711,35.3805,34.873,35.1711,1486081
2011-02-17,35.0011,35.1096,34.5453,34.7252,2150134
2011-02-18,34.8631,35.3436,34.6488,35.2524,1957558
2011-02-22,34.6956,34.9124,33.3257,33.6928,2485703
2011-02-23,33.6682,34.1709,32.1136,32.8601,3214707
2011-02-24,33.1779,33.5499,32.5471,33.0941,4301839
2011-02-25,35.8487,36.4646,33.8259,34.2053,7829941
2011-02-28,33.7174,33.8579,31.6256,32.589,6791876
2011-03-01,32.6851,32.7393,31.3497,31.5493,4502988
2011-03-02,31.6602,32.5792,31.2907,31.5395,3827019
2011-03-03,32.015,32.4437,31.5616,32.047,3304978
2011-03-04,32.4339,32.5102,31.6208,32.0224,3916012
2011-03-07,31.7784,32.2663,30.852,31.5419,3616010
2011-03-08,31.399,31.8252,31.0935,31.3694,2290666
2011-03-09,31.1871,31.5567,30.8372,31.4655,2161168
2011-03-10,30.9728,31.5222,30.4899,31.3399,3119207
2011-03-11,30.7979,31.8549,30.7954,31.505,2033941
2011-03-14,30.9506,31.6085,30.5958,30.7831,2974435
2011-03-15,29.7039,31.2339,29.625,30.9333,2846307
2011-03-16,30.894,31.5986,30.3421,30.5909,4085028
2011-03-17,31.0171,31.1034,30.0809,30.14,3007348
2011-03-18,30.5884,30.6081,28.9894,29.5684,4601544
2011-03-21,29.7581,31.0811,29.2949,30.6549,3425701
2011-03-22,30.5169,30.6032,29.7531,29.933,3052481
2011-03-23,29.7902,30.2608,29.322,30.0883,2540407
2011-03-24,30.9703,31.882,30.6993,31.845,4240448
2011-03-25,31.8696,32.0889,31.3473,31.4015,2770329
2011-03-28,31.5197,31.771,30.958,31.5345,1586703
2011-03-29,31.3128,31.8918,31.0714,31.3892,2045078
2011-03-30,31.5148,33.2075,31.4138,33.136,4068171
2011-03-31,32.6383,33.0054,32.4461,32.9118,2699073
2011-04-01,33.2518,33.678,32.8378,33.0448,2847786
2011-04-04,33.1631,33.2223,32.5521,33.0424,1477213
2011-04-05,32.8009,33.1089,32.387,32.9192,2241196
2011-04-06,33.0646,33.2494,31.8795,32.3821,2510444
2011-04-07,32.86,33.1828,32.5225,33.0054,2568488
2011-04-08,33.1434,33.4489,32.8921,33.1754,2268000
2011-04-11,33.1581,33.7741,33.0152,33.168,2322893
2011-04-12,32.7197,32.8749,32.2294,32.7246,2415638
2011-04-13,33.067,33.3085,32.7245,33.1089,2026842
2011-04-14,32.7984,33.1138,32.5225,32.7738,1740545
2011-04-15,32.8453,33.0843,32.4068,32.9488,1929179
2011-04-18,32.6408,32.7689,32.1652,32.5693,2054830
2011-04-19,32.4535,32.6605,31.5862,32.1603,2603178
2011-04-20,33.2124,35.0997,33.04,35.0061,5475222
2011-04-21,34.7177,34.9838,34.2398,34.4615,2347433
2011-04-25,34.464,34.464,33.9269,34.2004,1751683
2011-04-26,34.2693,34.6241,33.5672,33.9047,1872507
2011-04-27,33.8308,34.3088,32.9611,34.2521,1857823
2011-04-28,34.0255,34.2472,33.2888,33.9639,1707730
2011-04-29,33.8751,34.3703,33.5745,34.1486,1334998
2011-05-02,34.4,34.4197,33.3948,33.5549,1832104
2011-05-03,33.5105,33.5844,32.4683,32.9315,1870241
2011-05-04,32.828,32.897,31.8203,32.4412,2122537
2011-05-05,32.0223,32.7196,31.9952,32.2687,1725367
2011-05-06,32.9192,33.1952,32.1998,32.6014,1678164
2011-05-09,32.6678,32.8649,32.1997,32.6974,989373
2011-05-10,32.9068,33.4095,32.7122,33.3528,1366043
2011-05-11,33.3996,33.752,32.7738,33.1089,1181158
2011-05-12,33.1385,33.5081,32.456,33.3824,1309574
2011-05-13,33.4489,33.8998,33.1927,33.2395,1367326
